Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,Smokeless tobacco ??use prevalence decreased in the Twin Cities from 3.6% to 2.2% (p ,"Flavored tobacco restriction law (that excludes menthol)
- (O)
Youth smokeless tobacco use relative to comparison areas
Agree",Flavored tobacco restriction law (that excludes menthol),Youth smokeless tobacco use relative to comparison areas,- (O), 
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,No significant changes were detected in ??either cigarette use prevalence,"Flavored tobacco restriction law (that excludes menthol)
=
Youth cigarette use
Agree",Flavored tobacco restriction law (that excludes menthol),Youth cigarette use,=,"""No significant changes were detected in either cigarette use prevalence or hookah use prevalence in the Twin Cities or ROS."""
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,r hookah use prevalence,"Flavored tobacco restriction law (that excludes menthol)
=
Youth Hookah Use
Agree",Flavored tobacco restriction law (that excludes menthol),Youth Hookah Use,=,"""No significant changes were detected in either cigarette use prevalence or hookah use prevalence in the Twin Cities or ROS. """
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,"Between 2016 and 2019, the menthol policies were implemented, and prevalence of any ??tobacco product use among students in grades 8, 9, and 11 increased by 34.6% (from ??12.2% to 16.5%) in the Twin Cities and increased by 44.6% (from 13.9% to 20.1%) in ??ROS.","Menthol flavor restriction law
- (O)
Increase in youth use of any tobacco products relative to comparison areas
Agree",Menthol flavor restriction law,Increase in youth use of any tobacco products relative to comparison areas,- (O), 
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,"E-cigarette use increased in both geographies, from 10.5% to 15.7% (+49.5%) in the ??Twin Cities and from 10.0% to 18.8% (+88.9%) in ROS.","Menthol flavor restriction law
- (O)
Increase in youth use of e-cigarettes relative to comparison areas
Agree",Menthol flavor restriction law,Increase in youth use of e-cigarettes relative to comparison areas,- (O), 
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,Cigarette,"Menthol flavor restriction law
+(S)
Decrease in youth cigarette use relative to comparison areas
Agree",Menthol flavor restriction law,Decrease in youth cigarette use relative to comparison areas,+(S),"""Cigarette, cigar, and hookah use prevalence decreased to a greater extent in the Twin Cities than that in ROS"""
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,cigar,"Menthol flavor restriction law
+(S)
Decrease in youth cigar use relative to comparison areas
Agree",Menthol flavor restriction law,Decrease in youth cigar use relative to comparison areas,+(S),"""Cigarette, cigar, and hookah use prevalence decreased to a greater extent in the Twin Cities than that in ROS"""
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,hookah,"Menthol flavor restriction law
+(S)
Decrease in youth hookah use relative to comparison areas
Agree",Menthol flavor restriction law,Decrease in youth hookah use relative to comparison areas,+(S),"""Cigarette, cigar, and hookah use prevalence decreased to a greater extent in the Twin Cities than that in ROS"""
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,"However, between 2016 and 2019, the prevalence of any mint/menthol product use ??among tobacco users decreased from 29.0% to 27.3% (?5.9%) in the Twin Cities and from ??39.9% to 33.6% (?15.7%) in ROS.","Menthol flavor restriction law
- (O)
Decrease in menthol product use among youth tobacco users relative to comparison areas
Agree",Menthol flavor restriction law,Decrease in menthol product use among youth tobacco users relative to comparison areas,- (O), 
Olson_2022_Youth Tobacco Use Before and After Local Sales Restri,Use of noncigarette tobacco products with flavors other ??than mint/menthol,"Menthol flavor restriction law
- (O)
Increase in youth use of noncigarette tobacco products with flavors other than mint/menthol
Agree",Menthol flavor restriction law,Increase in youth use of noncigarette tobacco products with flavors other than mint/menthol,- (O),"""Use of noncigarette tobacco products with flavors other than mint/menthol increased by 5.0%, from 40.3% to 42.3% in the Twin Cities. Use of noncigarette tobacco products with flavors other than mint/menthol in the ROS increased by 10.2%, from 40.5% to 44.7%, twice the observed change in the Twin Cities. """
Pakdaman et al_2022_Exploring the hypothetical impact of flavore,"Overall, about half responded ??that they would smoke cigars the same way as before (n=21). Some said they would stop ??or reduce smoking cigars (n=14). A few (n=5) said they were not sure of what to do given ??the flavor sales restriction","Hypothetical flavored cigar sales restriction
- (O)
All Cigar Use (Cigars and Cigarillos)
Agree",Hypothetical flavored cigar sales restriction,All Cigar Use (Cigars and Cigarillos),- (O),Disagreement code: Quoted text does not seem to be stating that most respondents would stop smoking cigars post-policy.
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,"Analysis of observational data showed that the availability of ?flavored products decreased from 37 of 90 stores in Round 1 ?(41%) to 14 of 82 stores in Round 2 (17%), a decrease of 24 per?centage points.","Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
- (O)
Product Availability (Flavored Tobacco Products) post ban
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),Product Availability (Flavored Tobacco Products) post ban,- (O), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,Game Blue cigarillos remained ?accessible in 76% of store audits in Round 1 and 73% of store ?audits in Round 2.,"Use of pack designs and descriptors to imply flavor without explicit labeling
- (O)
Retailer Compliance to a Flavored Tobacco Products Ban
Agree",Use of pack designs and descriptors to imply flavor without explicit labeling,Retailer Compliance to a Flavored Tobacco Products Ban,- (O),A decrease in the percentage of stores carrying Game Blue cigarillos seems to indicate an increase in retailer compliance. The current causal coding inidcates the opposite relationship. Review: potentially SPEAK WITH KRISTEN
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,None of the 55 stores visited in December ?2018 were observed to have Game Blue cigarillos (the 4th and fi?nal round of store audits).,"Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
- (O)
Product Availability (Flavored Cigars w/ ambigoud names/descriptors) post ban
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),Product Availability (Flavored Cigars w/ ambigoud names/descriptors) post ban,- (O), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,"Between the first and last rounds of compliance checks, ?violations for sale of tobacco to a minor decreased by 12 percent?age points to 2%","Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
+(S)
Retailer Compliance to a Flavored Tobacco Products Ban
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),Retailer Compliance to a Flavored Tobacco Products Ban,+(S), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,Aim 3 was to examine whether enforcement of the POS tobacco ?policy decreased youth smoking. The percentage of high school ?students who reported currently smoking cigarettes was signific?antly higher in 2016 (7.6%) than in 2012 (3.2%; Table 4).,"Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Limited enforcement)
+(S)
Current Cigarette Smoking Post Ban
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Limited enforcement),Current Cigarette Smoking Post Ban,+(S), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,"Current ?cigarette smoking declined by 4.6% after enforcement began in ?2016 and was 3.0% in 2018. By contrast, the Rhode Island Youth ?Risk Behavior Survey (YRBS), which is a representative sample ?of Rhode Island public high school students, found that the preval?ence of current cigarette smoking was 11.4% (95% CI, ?9.0%–14.4%) in 2011 and 6.1% (95% CI, 4.3%–8.7%) in 2017.","Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
- (O)
Current Cigarette Smoking Post Ban
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),Current Cigarette Smoking Post Ban,- (O), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,"Between 2016 and 2018, current use of any tobacco product de?clined significantly, from 22.2% to 12.1%.","Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
- (O)
Any Tobacco Product Use
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),Any Tobacco Product Use,- (O), 
Pearlman et al_2019_Advancing Tobacco Control Through Point of S,"E-cigarettes declined ?from 13.3% (95% CI, 11.4%–15.1%) to 6.6% (95% CI, ?5.3%–7.8%) during 2 years (Table 4). By contrast, the YRBS re?ported the prevalence of current e-cigarette use among Rhode Is?land high school students was 19.3% (95% CI, 16.1%–22.8%) in ?2015 and 20.1% (95% CI, 16.9%–23.7%) in 2017.","Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement)
- (O)
E-cigarette use (+)
Agree",Flavored tobacco sales restrictions (except menthol/in tobacco bars) (Intensified enforcement),E-cigarette use (+),- (O), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"Having any ??flavour preference was associated with higher nicotine depen?dence scores compared with those with any tobacco preference ??at 2.98 (95% CI 2.88 to 3.08) and 2.64 (95% CI 2.42 to 2.87), ??respectively.","Preference for Flavored Tobacco Product (vs. Unflavored)
+(S)
Nicotine dependence
Agree",Preference for Flavored Tobacco Product (vs. Unflavored),Nicotine dependence,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Individuals with a strong flavour prefer?ence were more likely to use other flavoured products such as ??e-cigarettes and hookah.,"Preference for Flavored Tobacco Product (vs. Unflavored)
+(S)
Current use of any flavored tobacco product
Agree",Preference for Flavored Tobacco Product (vs. Unflavored),Current use of any flavored tobacco product,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Flavour loyalty was associated with product discontinuation ??with 38.1% (95% CI 32.7% to 43.6%) of those with a strong ??flavour preference saying they would not continue to use ciga?rillos versus just 11.4% (95% CI 2.6% to 20.5%) of those with ??any tobacco flavour preference (table 2).,"Strong Preference for Flavored Cigarillo (vs. any flavor preference)
+(S)
Intention to quit if flavored cigarillo ban were enacted 
Agree",Strong Preference for Flavored Cigarillo (vs. any flavor preference),Intention to quit if flavored cigarillo ban were enacted,+(S),"Disagreement: Coded text seems to show an association between flavor loyalty and intention to quit, not the hypothetical ban and intention to quit."
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"This group was also ??most likely to indicate they would switch to another product ??with that product most likely being a flavoured option, specif?ically menthol cigarettes, flavoured e-cigarettes or another ??flavoured tobacco product, and less likely to be an unflavoured ??or tobacco-flavoured option.","Hypothetical flavored cigarillo sales ban
+(S)
Intention to transition to another flavored tobacco product post ban
Agree",Hypothetical flavored cigarillo sales ban,Intention to transition to another flavored tobacco product post ban,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"Nearly one?fifth, 19.8% (n=99), indicated they would not continue using ??cigarillos and would also not switch to another product (red)","Hypothetical flavored cigarillo sales ban
+(S)
Intention to quit if flavored cigarillo ban were enacted 
Agree",Hypothetical flavored cigarillo sales ban,Intention to quit if flavored cigarillo ban were enacted,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,42.0% (n=210) would continue using unflavoured ciga?rillos and not switch to another product (orange),"Hypothetical flavored cigarillo sales ban
+(S)
Intention to transition to unflavored cigarillos
Agree",Hypothetical flavored cigarillo sales ban,Intention to transition to unflavored cigarillos,+(S),"""Pathways for how current cigarillo users may respond to a ban on cigarillo flavours are depicted in figure 1. Nearly onefifth, 19.8% (n=99), indicated they would not continue using cigarillos and would also not switch to another product (red) while 42.0% (n=210) would continue using unflavoured cigarillos and not switch to another product (orange)"""
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"Only 13.6% ??(n=68) would switch to any unflavoured product and may ??or may not continue using unflavoured cigarillos, with 6.2% ??overall (n=31) switching only to unflavoured products (yellow) ??and","Hypothetical flavored cigarillo sales ban
+(S)
Intention to transition to unflavored tobacco product
Agree",Hypothetical flavored cigarillo sales ban,Intention to transition to unflavored tobacco product,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"Approximately a quarter (24.6%, n=123) ??may or may not continue using unflavoured cigarillos but would ??switch to only another flavoured product (blue)","Hypothetical flavored cigarillo sales ban
+(S)
Intention to transition to another flavored tobacco product post ban
Agree",Hypothetical flavored cigarillo sales ban,Intention to transition to another flavored tobacco product post ban,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"Adjusting for nicotine dependence and current product use, ??the odds of individuals reporting they would discontinue ciga?rillo use if flavours unavailable were 1.6 times higher among","Preference for Flavored Tobacco Product (vs. Unflavored)
+(S)
Intention to quit if flavored cigarillo ban were enacted 
Agree",Preference for Flavored Tobacco Product (vs. Unflavored),Intention to quit if flavored cigarillo ban were enacted,+(S),"""Adjusting for nicotine dependence and current product use, the odds of individuals reporting they would discontinue cigarillo use if flavours unavailable were 1.6 times higher among those with a strong flavour preference than those with a weak flavour preference compared with those who prefer tobacco (table 4)."""
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Higher nicotine dependence scores were associated ??with a reduced odds of intention to discontinue cigarillos.,"Nicotine dependence
- (O)
Intention to quit if flavored cigarillo ban were enacted 
Agree",Nicotine dependence,Intention to quit if flavored cigarillo ban were enacted,- (O), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,"In ? examining those who would substitute with another tobacco ??product, only those with a strong flavour preference had signifi?cantly greater odds of substitution compared with those with ??a tobacco preference.","Preference for Flavored Tobacco Product (vs. Unflavored)
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Preference for Flavored Tobacco Product (vs. Unflavored),"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Nicotine dependence,"Nicotine dependence
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Nicotine dependence,"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,product use were also associated with higher odds of intention to ??switch to another tobacco product.,"Concurrent Other Tobacco Product Use (with Cigarillos)
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Concurrent Other Tobacco Product Use (with Cigarillos),"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S),"[C1]:""Nicotine dependence and current other product use were also associated with higher odds of intention to switch to another tobacco product."" /[C2] [C2]: Disagreement note-- should V1 be ""other product use""? /[C2]"
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Those with a strong flavour ??preference were 1.8 times as likely to only switch to a flavoured ??product than those with a weak flavour preference.,"Preference for Flavored Tobacco Product (vs. Unflavored)
+(S)
Intention to transition to another flavored tobacco product post ban
Agree",Preference for Flavored Tobacco Product (vs. Unflavored),Intention to transition to another flavored tobacco product post ban,+(S), 
Pike Moore et al_2022_Flavour loyalty may predict cessation or s,Current use ??of another flavoured tobacco product also significantly increased ??these odds.,"Concurrent Other Tobacco Product Use (with Cigarillos)
+(S)
Intention to transition to another flavored tobacco product post ban
Agree",Concurrent Other Tobacco Product Use (with Cigarillos),Intention to transition to another flavored tobacco product post ban,+(S), 
Pravosud et al_2023_Impacts of Tax and Flavor Tobacco Policies o,None of the audited stores in SF sold menthol cigarettes,"Comprehensive Flavored tobacco ban
- (O)
Menthol Cigarette sales (+) (+) (+)
Agree",Comprehensive Flavored tobacco ban,Menthol Cigarette sales (+) (+) (+),- (O),"""None of the audited stores in SF sold menthol cigarettes or e-cigarettes in 2019 due to comprehensive flavor policies enacted in 2018 (Holmes et al., 2022)."""
Pravosud et al_2023_Impacts of Tax and Flavor Tobacco Policies o,"e-cigarettes in 2019 ?due to comprehensive flavor policies enacted in 2018 (Holmes et al., 2022).","Comprehensive Flavored tobacco ban
- (O)
Flavored E-Cigarette Sales
Agree",Comprehensive Flavored tobacco ban,Flavored E-Cigarette Sales,- (O),"""None of the audited stores in SF sold menthol cigarettes or e-cigarettes in 2019 due to comprehensive flavor policies enacted in 2018 (Holmes et al., 2022)."""
Pravosud et al_2023_Impacts of Tax and Flavor Tobacco Policies o,comprehensive,"Comprehensive Flavored tobacco ban
+(S)
cigarette prices
Agree",Comprehensive Flavored tobacco ban,cigarette prices,+(S),"""We observed significant increases from 2015 to 2019/20 in average prices per the cheapest cigarette pack in cities with comprehensive and partial restrictions on sales of flavored tobacco, compared to cities without flavor policies (respectively, by +$2.94 and +$1.81, p "
Pravosud et al_2023_Impacts of Tax and Flavor Tobacco Policies o,partial restrictions,"Flavored tobacco product Ban (except cigarettes/menthol) ban in youth-accessible retailers
+(S)
cigarette prices
Agree",Flavored tobacco product Ban (except cigarettes/menthol) ban in youth-accessible retailers,cigarette prices,+(S),"""We observed significant increases from 2015 to 2019/20 in average prices per the cheapest cigarette pack in cities with comprehensive and partial restrictions on sales of flavored tobacco, compared to cities without flavor policies (respectively, by +$2.94 and +$1.81, p "
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,"In NYC, statistically significant negative shifts in the ??level of unit sales from the time just prior to policy implementation to the time of policy ??implementation were seen for all flavored products combined","Flavored tobacco restriction law (that excludes menthol)
- (O)
Flavored Tobacco Product Sales
Agree",Flavored tobacco restriction law (that excludes menthol),Flavored Tobacco Product Sales,- (O), 
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,"r flavored cigars,","Flavored tobacco restriction law (that excludes menthol)
- (O)
Flavored Cigar Sales
Agree",Flavored tobacco restriction law (that excludes menthol),Flavored Cigar Sales,- (O),"""In NYC, statistically significant negative shifts in the level of unit sales from the time just prior to policy implementation to the time of policy implementation were seen for all flavored products combined, and for flavored cigars, flavored SLT, and flavored RYO (all ps "
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,flavored SLT,"Flavored tobacco restriction law (that excludes menthol)
- (O)
Flavored Smokeless Tobaccco Sales
Agree",Flavored tobacco restriction law (that excludes menthol),Flavored Smokeless Tobaccco Sales,- (O),"""In NYC, statistically significant negative shifts in the level of unit sales from the time just prior to policy implementation to the time of policy implementation were seen for all flavored products combined, and for flavored cigars, flavored SLT, and flavored RYO (all ps "
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,flavored RYO,"Flavored tobacco restriction law (that excludes menthol)
- (O)
Flavored roll your own (RYO) tobacco sales
Agree",Flavored tobacco restriction law (that excludes menthol),Flavored roll your own (RYO) tobacco sales,- (O),"""In NYC, statistically significant negative shifts in the level of unit sales from the time just prior to policy implementation to the time of policy implementation were seen for all flavored products combined, and for flavored cigars, flavored SLT, and flavored RYO (all ps "
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,"Average pre-post % decreases in sales in NYC were substantial for flavored ??SLT (?99.2%) and RYO (?78.1%), whereas the average change was statistically significant ??but more muted for flavored cigars (?25.5%), which attenuated the effect for all flavored ??products combined (?31.8%) (all ps ","Flavored tobacco restriction law (that excludes menthol)
+(S)
Percent decrease in flavored SLT and RYO sales (vs flavored cigar sales)
Agree",Flavored tobacco restriction law (that excludes menthol),Percent decrease in flavored SLT and RYO sales (vs flavored cigar sales),+(S), 
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,. This analysis reveals an ??immediate reduction in sales of flavored SLT and RYO in the PCA at the time of the NYC ??policy implementation,"Flavored tobacco restriction law (that excludes menthol)
- (O)
Flavored RYO and SLT sales in proximal comparison area (PCA)
Agree",Flavored tobacco restriction law (that excludes menthol),Flavored RYO and SLT sales in proximal comparison area (PCA),- (O), 
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,"Our results indicate that, for only certain outcomes and ??locations, the slope of the regression line in the post period became more negative: flavored ??SLT in NYC; flavored cigars, SLT and all products combined in the PCA; and flavored RYO ??in the US (all ps ","Flavored tobacco restriction law (that excludes menthol)
- (O)
flavored non-cigarette tobacco sales
Agree",Flavored tobacco restriction law (that excludes menthol),flavored non-cigarette tobacco sales,- (O), 
Rogers et al_2017_Compliance with a Sales Policy on Flavored Non,"Policy implementation was ??associated with an immediate, statistically significant 11.6% decrease in total NYC cigar ??sales (p ","Flavored tobacco restriction law (that excludes menthol)
- (O)
Cigar Sales
Agree",Flavored tobacco restriction law (that excludes menthol),Cigar Sales,- (O), 
Rogers et al_2019_Changes in cigar sales following implementatio,"In Providence, actual weekly unit sales of all flavoured cigars ??dropped by 80% at the time of policy implementation (figure 1, ??upper panel), while sales remained level in ROS following policy ??implementation (lower panel).","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Flavored Cigar Sales
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Flavored Cigar Sales,- (O), 
Rogers et al_2019_Changes in cigar sales following implementatio,Unit sales of all flavoured products combined,"Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Sales of all flavored products combined
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Sales of all flavored products combined,- (O),"""Unit sales of all flavoured products combined and flavoured cigars alone decreased significantly in Providence at the time of policy implementation (both ?48%, p"
Rogers et al_2019_Changes in cigar sales following implementatio,"and ??flavoured cigars alone decreased significantly in Providence at ??the time of policy implementation (both ?48%, p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Sales of flavored cigars
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Sales of flavored cigars,- (O),"""Unit sales of all flavoured products combined and flavoured cigars alone decreased significantly in Providence at the time of policy implementation (both ?48%, p"
Rogers et al_2019_Changes in cigar sales following implementatio,"Further analysis of flavoured product sales trends suggests ??that the decrease in sales of all flavoured tobacco products in ??Providence is largely due to a decrease in sales of cigars labelled ??with explicit flavour names (eg, “Lemon Mango”) (table 1 and ? figure 2). In Providence, there was a significant decrease from ??prepolicy to postpolicy periods in average weekly unit sales of ??cigars labelled with explicit flavour names (?93%, p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Sale of flavored cigars with explicit flavor names
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Sale of flavored cigars with explicit flavor names,- (O), 
Rogers et al_2019_Changes in cigar sales following implementatio,"At the same ??time, average weekly unit sales of cigars labelled with concept ??flavour names (eg, “Jazz”) increased significantly in both Prov?idence and ROS (74% and 119%, respectively; both p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Sales of cigars with ""concept"" flavor names
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,"Sales of cigars with ""concept"" flavor names",+(S), 
Rogers et al_2019_Changes in cigar sales following implementatio,"Average weekly sales of all non-cigarette tobacco products— ?flavoured and otherwise—also decreased significantly from ??prepolicy to postpolicy periods in Providence (?18%, p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
All non-cigarette tobacco product (flavored and un-flavored) sales
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,All non-cigarette tobacco product (flavored and un-flavored) sales,- (O), 
Rogers et al_2019_Changes in cigar sales following implementatio,"The average weekly sales share ??of tobacco-flavoured cigars in Providence, not subject to the ??policy, increased from 30.2% to 51.3% across the time periods.","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Unflavored cigar sales
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Unflavored cigar sales,+(S), 
Rogers et al_2022_Changes in cigarillo availability following im,"In Providence, trends in ??the percentage of unique explicit-named flavoured cigarillo ??UPCs (‘sales share’) appear to drop from the prepolicy to the ??postpolicy period","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Product Availability (explicit-named flavored cigarillos) within policy area pre vs post ban
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Product Availability (explicit-named flavored cigarillos) within policy area pre vs post ban,- (O), 
Rogers et al_2022_Changes in cigarillo availability following im,concept-named,"Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Product Availability (flavored cigarillos with ""concept"" names) within policy area pre vs post ban
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,"Product Availability (flavored cigarillos with ""concept"" names) within policy area pre vs post ban",+(S),"""In Providence, trends in the percentage of unique explicit-named flavoured cigarillo UPCs (‘sales share’) appear to drop from the prepolicy to the postpolicy period while trends in the share of concept-named and tobacco flavoured cigarillo UPCs appear to increase over these periods"""
Rogers et al_2022_Changes in cigarillo availability following im,tobacco flavoured cigarillo,"Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Product Availability (tobacco flavored/unflavored cigarillos) within policy area pre vs post ban
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Product Availability (tobacco flavored/unflavored cigarillos) within policy area pre vs post ban,+(S),"""In Providence, trends in the percentage of unique explicit-named flavoured cigarillo UPCs (‘sales share’) appear to drop from the prepolicy to the postpolicy period while trends in the share of concept-named and tobacco flavoured cigarillo UPCs appear to increase over these periods"""
Rogers et al_2022_Changes in cigarillo availability following im,"During ??the week in which the policy was implemented, the number of ??unique cigarillo UPCs decreased in Providence and increased in ??ROS, yielding a total postpolicy difference of 70.04 (SE:±7.34) ??fewer UPCs available in Providence relative to ROS (p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Product availability (cigarillos)
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Product availability (cigarillos),- (O), 
Rogers et al_2022_Changes in cigarillo availability following im,"The number of unique concept-named flavoured cigarillo ??UPCs increased in both Providence and ROS in the week of ??policy implementation. Although the total postpolicy difference ??between Providence and ROS in the number of unique concept-named flavoured cigarillo UPCs was insignificant, the increase ??in availability of these products from prepolicy to postpolicy ??periods in Providence was 6.08 (±2.31) UPCs higher than the ??comparable change in ROS (p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Product Availability (flavored cigarillos with ""concept"" names)
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,"Product Availability (flavored cigarillos with ""concept"" names)",+(S), 
Rogers et al_2022_Changes in cigarillo availability following im,"The number of explicit-named flavoured cigarillo UPCs ??decreased in the week of policy implementation in Providence ??and was unchanged in ROS, resulting in 56.28 (±4.35) more ??of these UPCs available in ROS than in Providence (p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
- (O)
Product Availability (explicit-named flavored cigarillos)
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Product Availability (explicit-named flavored cigarillos),- (O), 
Rogers et al_2022_Changes in cigarillo availability following im,Our analysis revealed no association between policy imple?mentation and changes in the number of or trends in avail?able tobacco-named cigarillo UPCs,"Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
=
Product Availability (tobacco-named cigarillo)
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,Product Availability (tobacco-named cigarillo),=,"We have an earlier code, ""tobacco"" snippet at top of this column describing this exact relationship but saying there was an increase in tobacco named cigarillos"
Rogers et al_2022_Changes in cigarillo availability following im,"There was no significant difference in prepolicy share ??of concept-named flavoured cigarillos between Providence ??(9.44%,±0.49 percentage points) and ROS (9.68%,±0.99 ??percentage points), but the postpolicy share of these products ??was significantly different between Providence (27.32%,±1.77 ??percentage points) and ROS (12.67%,±1.67 percentage points) ??(p","Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction
+(S)
Product Availability (flavored cigarillos with ""concept"" names)
Agree",Flavored non-cigarette tobacco (excluding mint/menthol flavor) sales restriction,"Product Availability (flavored cigarillos with ""concept"" names)",+(S), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"Compared with a national comprehen?sive FTP retailer ban, which would eliminate FTP sales, ??a tobacco specialty store only exemption, on average, ??would result in 6.02% of FTP retailers (0.23 FTP retailers ??per square mile) remaining per Census tract. If both ??tobacco specialty stores and alcohol outlets were exempt, ??on average 14.25% of FTP retailers (0.57 FTP retailers ??per square mile) would remain per Census tract.","Comprehensive flavored tobacco product ban (vs exemptions for certain retailer types)
- (O)
Number of flavored tobacco product retailers per 100,000 group members
Agree",Comprehensive flavored tobacco product ban (vs exemptions for certain retailer types),"Number of flavored tobacco product retailers per 100,000 group members",- (O), 
